code,company,actual,predicted,minimum,maximum
533229,BAJAJ CONSUMER CARE LTD,0.008948841918998245,2.904932385080569,,0.034864540846771555
500339,RAIN INDUSTRIES LTD,0.008138553013021625,0.13720386643777263,,0.009188957908471213
532162,JK PAPER LTD,0.008093595731181286,0.17286709968020583,0.00740592823141892,0.00971595980620289
500033,FORCE MOTORS LTD,0.00808463754632057,0.21023827309927393,0.0067066500756003174,0.00978903051943339
504067,ZENSAR TECHNOLOGIES LTD,0.007804966929388334,0.19106280375743248,,0.009235288285382462
532181,GUJARAT MINERAL DEVP CORPN LTD,0.006374650959952705,0.05762581986665358,0.006264182496205947,0.006771871656380013
505200,EICHER MOTORS LTD,0.005711770772858636,0.28385558900325136,0.00556697101767889,0.007417001881742125
542904,UJJIVAN SMALL FINANCE BANK LTD,0.005517417950810509,0.1571757188369921,,0.006354180182509348
500165,KANSAI NEROLAC PAINTS LTD,0.004137149211736045,0.08504378947902494,,0.004471872054742071
534816,INDUS TOWERS LTD,0.0041016094625028875,0.17443436414147973,0.003922673272996111,0.004838964428568609
532885,CENTRAL BANK OF INDIA,0.003971133285389152,0.07722368817393521,0.0037998511425720413,0.0048308631619158535
532805,REDINGTON INDIA LTD,0.0038314487597352555,0.27362567584220227,,0.004865151516474105
532514,INDRAPRASTHA GAS LTD,0.0035869408754796287,0.09599795140985529,0.003513221917478679,0.003973964193715633
532156,VAIBHAV GLOBAL LTD,0.003526602176860248,0.11132893941146521,0.003359339408595571,0.004045957470995358
524200,VINATI ORGANICS LTD,0.0028635287855507487,0.10623150504062354,,0.003159525961061276
505537,ZEE ENTERTAINMENT ENTERPRISES LTD,0.00264737492396655,0.10912700015564382,,0.0029292664137182487
500106,IFCI LTD,0.0023536341056597256,0.30287942779785293,,0.00306096186332413
532300,WOCKHARDT LTD,0.0016281870498868057,0.11678608894674568,0.0015520438108194382,0.0018343505637308025
531500,RAJESH EXPORTS LTD,0.0009536156389557755,0.16764122293466696,,0.0011125715480930845
532822,VODAFONE IDEA LTD,0.000397009363366111,0.11289807844698489,,0.0004416733411810054
500144,FINOLEX CABLES LTD,1.2973571592063089e-05,0.4216613038461822,,1.8443856391554347e-05
500253,LIC HOUSING FINANCE LTD,-0.000798670218092249,0.3179568582790816,,-0.001053250765555197
500510,LARSEN  TOUBRO LTD,-0.0017664619129166672,0.20818054104190956,,-0.0021373252973673706
532683,AIA ENGINEERING LTD,-0.003379505096834937,0.07188895338074446,-0.0033631022726281893,-0.0036444937834697517
532706,INOX LEISURE LTD,-0.0036881721776193146,11.24077875757938,-0.003383349974995191,-0.05313945494378308
540047,DILIP BUILDCON LTD,-0.0037851079466786376,0.20139429382826693,,-0.004561734130831753
500940,FINOLEX INDUSTRIES LTD,-0.004008041534296143,0.09952758328729808,-0.003851041315815186,-0.004475331433163312
533278,COAL INDIA LTD,-0.0041058302958117895,0.08408140206088645,-0.0039477540179532955,-0.00458928232669928
532926,JYOTHY LABS LTD,-0.004608769461584087,0.1422155202645312,,-0.005285448764292582
500085,CHAMBAL FERTILISERS  CHEMICALS LTD,-0.004925194216612605,0.08709625870825115,-0.004654301441651969,-0.00540397479034045
500730,NOCIL LTD,-0.005555167023139713,0.23799563544973396,,-0.006908132409496235
506285,BAYER CROPSCIENCE LTD,-0.005574660544702383,0.12071079398651126,,-0.006278659085447346
541233,LEMON TREE HOTELS LTD,-0.006033542153873588,0.002189807840449075,-0.005787399517346861,-0.006231037365392153
535754,ORIENT CEMENT LTD,-0.006412668218459139,1.2709446045991444,,-0.014603936605474224
503310,SWAN ENERGY LTD,-0.006885862150254213,0.1308966802263124,,-0.00783461374377081
533398,MUTHOOT FINANCE LTD,-0.008500711379166173,0.12315902173876186,,-0.009619912770659727
500408,TATA ELXSI LTD,-0.00864800057008095,0.23878057868300542,,-0.01078776306451596
532504,NAVIN FLUORINE INTERNATIONAL LTD,-0.009305175513581072,0.29836100689620526,,-0.012168063340497583
500238,WHIRLPOOL OF INDIA LTD,-0.010172888123797874,0.1197157630583142,-0.009723797917112373,-0.0115895232644804
519552,HERITAGE FOODS LTD,-0.011277626369102138,0.15181767210164138,,-0.013116954207812379
500330,RAYMOND LTD,-0.012890859692352884,0.12168002726127178,-0.012021842392636128,-0.01528165754079136
500084,CESC LTD,-0.014571248456410278,0.1002162680610365,,-0.016243845879280294
532659,IDFC LTD,-0.014777217643389606,0.12252723511595702,-0.01354013126223387,-0.017051942971465152
506197,BLISS GVS PHARMA LTD,-0.015126531018351912,0.1402689799280057,-0.01266438852837564,-0.01882262254196554
500271,MAX FINANCIAL SERVICES LTD,-0.015392582588783732,0.32759593666971204,,-0.02067206169847477
500249,KSB LTD,-0.016140545616414956,0.08745691470650888,,-0.01781266515050185
532667,SUZLON ENERGY LTD,-0.01716167100538945,-0.31950143705873935,-0.011973015408535443,
502986,VARDHMAN TEXTILES LTD,-0.01786579488413309,0.0802267637779027,-0.01785916064298748,-0.019674141996971397
500228,JSW STEEL LTD,-0.020093078244838903,0.11770190137694878,,-0.022861803552125463
532772,DCB BANK LTD,-0.020602721429167716,0.10290355630853402,,-0.023147286864151007
500135,EPL LTD,-0.02136796803687669,0.0846448711967129,-0.021159972751391073,-0.023722213696605182
532178,ENGINEERS INDIA LTD,-0.021663176475595743,0.14664759591677806,,-0.025309322440675564
500674,SANOFI INDIA LTD,-0.021765070157360622,0.22826771713525082,,-0.027207051314424732
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LTD,-0.022330836128424184,0.11481227559997323,,-0.025393356482573196
532784,SOBHA LTD,-0.02234800859198521,0.16584158789585948,,-0.026553671311217796
532189,INDIA TOURISM DEVP CORPN LTD,-0.022496779792105383,0.14021797810883788,,-0.026157337869528646
500266,MAHARASHTRA SCOOTERS LTD,-0.02314291414752937,0.09578455072892202,-0.021745046938880217,-0.026663796945479545
532524,PTC INDIA LTD,-0.023253691873831986,0.1284992630371849,,-0.026782508328276288
532505,UCO BANK,-0.023532460052042303,0.10643335604894284,-0.022020588179052388,-0.027091271841641063
540180,VARUN BEVERAGES LTD,-0.026855783406251634,0.1983026034681255,,-0.03290258827625092
539876,CROMPTON GREAVES CONSUMER ELECTRICALS LTD,-0.027191638021072873,0.578818449996825,,-0.04367004497157406
500260,THE RAMCO CEMENTS LTD,-0.027394223258372093,0.14437234441701147,,-0.03209963496159583
526612,BLUE DART EXPRESS LTD,-0.02761375853529101,0.14190814704374993,,-0.03229489550239305
532498,SHRIRAM CITY UNION FINANCE LTD,-0.028296648549575528,0.12008962668440339,,-0.03249548282945202
532848,DELTA CORP LTD,-0.03362186063335924,0.15452479549916628,,-0.039947701284479574
507717,DHANUKA AGRITECH LTD,-0.034055463377563995,0.14468835437491734,-0.03394762280143527,-0.04021227415425312
542399,CHALET HOTEL LTD,-0.036062362438628245,0.13176046500493316,,-0.04211445006737332
500302,PIRAMAL ENTERPRISES LTD,-0.036427907239951415,0.13355494203749607,,-0.04262002670581292
500380,JK LAKSHMI CEMENT LTD,-0.03688623053592271,0.08036525433580897,-0.03430971136808577,-0.04180275164925165
500820,ASIAN PAINTS LTD,-0.03821298024990678,0.1259584239124002,,-0.044486458874760486
500285,SPICEJET LTD,-0.04197522383765378,0.14523530720598987,,-0.04983342778297675
533655,TRIVENI TURBINE LTD,-0.04518803207906063,0.1289089961001876,-0.0443496884572277,-0.05465876891046366
524742,CAPLIN POINT LABORATORIES LTD,-0.045926316018091266,0.21860974550363196,,-0.05807548277771916
570001,TATA MOTORS DVR,-0.046849794209814104,0.15666778840141965,-0.038201754840483625,-0.057683322232711075
500040,CENTURY TEXTILES  INDS LTD,-0.04723819501452214,0.19450004150494016,-0.0441393682737857,-0.06041724324035087
532705,JAGRAN PRAKASHAN LTD,-0.04841879739101385,0.11652739239932261,,-0.056405293534891876
540064,FUTURE RETAIL LTD,-0.049012925949810736,0.2673584063967451,-0.04775856068544531,-0.06548617120875411
532689,PVR LTD,-0.05052523488372656,0.07410490332710741,,-0.05682220189042025
539551,NARAYANA HRUDAYALAYA LTD,-0.05060535901835215,0.15881591301343068,-0.049506952127700496,-0.0628164729235867
514162,WELSPUN INDIA LTD,-0.05123380603286042,0.1586509127992258,,-0.06198699900676498
500295,VEDANTA LTD,-0.05146990606682606,0.14358024683600104,,-0.06150911911505463
532155,GAIL INDIA LTD,-0.05240818715033362,0.1304893730926754,,-0.06199351671688865
532922,EDELWEISS FINANCIAL SERVICES LTD,-0.05273721432488958,0.13647664944593035,-0.0465857155087574,-0.0690620995539971
526947,LA OPALA RG LTD,-0.05602648465003507,0.508261718676084,-0.05465890932180051,-0.08809338626791027
