SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
537326,CHEMTECH IND,T ,Q,12.03,12.03,11.47,12.03,12.03,11.46,8,653,7843.0,,2021-07-19
537392,TAAZAINT    ,X ,Q,4.22,4.22,4.22,4.22,4.22,4.02,1,500,2110.0,,2021-07-19
537483,NETFNIF100  ,B ,Q,166.5,168.0,164.1,165.8,165.8,166.8,22,140,23098.0,,2021-07-19
537524,VIAANINDUS  ,XT,Q,1.28,1.28,1.28,1.28,1.28,1.22,143,313412,401167.0,,2021-07-19
537536,DENIS CHEM  ,X ,Q,54.6,54.6,50.75,52.15,52.15,53.3,73,15381,794726.0,,2021-07-19
537573,POLYMAC     ,M ,Q,11.7,11.9,11.45,11.79,11.9,11.45,7,6400,75080.0,,2021-07-19
537582,UNISHIRE    ,M ,Q,1.62,1.62,1.62,1.62,1.62,1.8,2,20000,32400.0,,2021-07-19
537707,ETT LTD     ,X ,Q,25.85,25.85,25.85,25.85,25.85,27.2,2,4,103.0,,2021-07-19
537708,KOTAKNIFTY  ,B ,Q,167.39,167.39,165.39,165.64,165.62,167.35,92,21162,3516941.0,,2021-07-19
537750,KIRAN VYPAR ,X ,Q,157.9,159.9,153.0,157.1,158.2,154.65,184,21375,3344727.0,,2021-07-19
537766,BCP LTD     ,T ,Q,4.05,4.05,3.75,3.89,3.81,3.86,208,172037,669497.0,,2021-07-19
537785,RACE        ,M ,Q,220.0,220.0,218.0,218.0,218.0,227.0,2,1250,273750.0,,2021-07-19
537800,MANGALAM IND,XT,Q,2.49,2.49,2.49,2.49,2.49,2.38,93,180896,450431.0,,2021-07-19
537820,VFL         ,T ,Q,1.55,1.55,1.48,1.55,1.55,1.48,71,55863,86313.0,,2021-07-19
537838,NEGOTIUM    ,XT,Q,2.53,2.53,2.53,2.53,2.53,2.66,5,1201,3038.0,,2021-07-19
537839,PHOENIX TN  ,X ,Q,15.05,16.25,15.0,16.25,16.25,15.5,22,12977,207952.0,,2021-07-19
537840,RAUNAQEPC   ,XT,Q,27.8,27.8,27.8,27.8,27.8,28.05,3,32,889.0,,2021-07-19
538019,OBI LTD     ,XT,Q,4.25,4.35,3.95,4.35,4.35,4.15,264,191164,792762.0,,2021-07-19
538057,CPSE ETF    ,B ,Q,26.05,26.25,25.79,26.13,26.13,26.13,772,278039,7256862.0,,2021-07-19
538081,HARIA APL   ,XT,Q,1.5,1.5,1.5,1.5,1.5,1.57,5,1845,2767.0,,2021-07-19
538119,RNB DENIMS  ,T ,Q,78.5,85.0,77.5,82.75,83.0,81.55,22,1333,111477.0,,2021-07-19
538180,GOLD LINE   ,Z ,Q,0.26,0.26,0.25,0.26,0.26,0.25,248,1668965,433230.0,,2021-07-19
538212,SHARP INV   ,XT,Q,0.67,0.67,0.67,0.67,0.67,0.64,136,291031,194990.0,,2021-07-19
538268,WONDERLA    ,A ,Q,236.0,248.5,236.0,244.75,244.35,240.1,958,20363,4997366.0,,2021-07-19
538319,GCM CAPI    ,M ,Q,3.42,3.42,3.1,3.29,3.39,3.26,12,18000,57670.0,,2021-07-19
538351,AFEL        ,XT,Q,19.8,21.2,19.5,20.9,20.8,20.2,36,12108,244268.0,,2021-07-19
538365,INCREDIBLE  ,B ,Q,37.45,40.5,37.4,39.6,39.7,36.7,385,17563,693250.0,,2021-07-19
538395,NAM SEC     ,X ,Q,34.15,34.15,34.0,34.0,34.0,32.55,12,1700,57907.0,,2021-07-19
538401,MAESTROS ELE,X ,Q,67.4,67.4,65.0,66.3,66.95,66.1,93,8280,548915.0,,2021-07-19
538402,SPS         ,M ,Q,153.0,153.0,153.0,153.0,153.0,170.0,1,3200,489600.0,,2021-07-19
538423,ALPS MOTOR  ,Z ,Q,0.37,0.38,0.36,0.36,0.36,0.37,68,54301,20010.0,,2021-07-19
538432,DIVINUS     ,Z ,Q,7.98,7.98,7.98,7.98,7.98,8.4,23,1853,14786.0,,2021-07-19
538433,CLASSIC     ,XT,Q,0.38,0.38,0.38,0.38,0.38,0.38,1,500,190.0,,2021-07-19
538446,MONEYBOXX   ,T ,Q,63.75,67.0,63.5,67.0,67.0,65.05,18,870,56183.0,,2021-07-19
538464,TPROJECT    ,X ,Q,1.8,1.8,1.8,1.8,1.8,1.8,1,10,18.0,,2021-07-19
538476,CTL         ,X ,Q,6.56,6.79,6.56,6.68,6.67,6.56,40,6856,46362.0,,2021-07-19
538521,CROWNTOURS  ,X ,Q,22.0,22.5,20.05,21.85,22.5,20.55,48,8858,192086.0,,2021-07-19
538537,OMANSH      ,XT,Q,1.15,1.26,1.14,1.26,1.26,1.2,31,23872,27912.0,,2021-07-19
538539,JTAPARIA    ,X ,Q,1.52,1.52,1.52,1.52,1.52,1.59,10,1180,1793.0,,2021-07-19
538540,RLFL        ,XT,Q,0.44,0.44,0.44,0.44,0.44,0.42,29,24840,10929.0,,2021-07-19
538542,GOLDCOINHF  ,XT,Q,6.6,6.61,6.0,6.58,6.61,6.3,4,300,1975.0,,2021-07-19
538557,SAIBABA     ,Z ,Q,1.46,1.47,1.46,1.46,1.46,1.53,41,4017,5865.0,,2021-07-19
538562,SKIPPER     ,B ,Q,88.75,95.5,87.9,92.25,92.25,87.9,5431,422849,39072768.0,,2021-07-19
538564,JAMESWARREN ,X ,Q,215.0,219.0,215.0,215.25,215.25,216.9,16,1877,408498.0,,2021-07-19
538565,VISTARAMAR  ,X ,Q,71.9,72.75,67.7,72.65,72.7,69.45,52,5269,375172.0,,2021-07-19
538566,APOLLOTRI   ,A ,Q,1478.0,1481.0,1407.0,1412.7,1412.7,1462.05,2320,32509,46605447.0,,2021-07-19
538567,GULFOIL LUB ,A ,Q,680.0,680.0,665.0,665.45,666.0,667.85,432,3056,2043783.0,,2021-07-19
538569,TRIVENI ENT ,X ,Q,13.55,14.65,13.55,14.5,13.6,14.0,11,1333,19324.0,,2021-07-19
538575,SOLISMAR    ,Z ,Q,0.24,0.25,0.24,0.25,0.25,0.24,5,847,211.0,,2021-07-19
538596,QUANTBUILD  ,X ,Q,3.26,3.26,3.26,3.26,3.26,3.26,2,112,365.0,,2021-07-19
538597,TTIENT      ,X ,Q,4.11,4.11,4.11,4.11,4.11,3.92,9,6600,27126.0,,2021-07-19
538598,VISHAL      ,B ,Q,97.4,100.0,94.05,95.4,95.9,95.75,1299,72700,7085870.0,,2021-07-19
538607,TOYAMIND    ,X ,Q,2.9,2.9,2.9,2.9,2.9,2.77,50,232006,672817.0,,2021-07-19
538610,UNISON      ,XT,Q,48.75,48.75,48.75,48.75,48.75,46.45,5,745,36318.0,,2021-07-19
538611,RTFL        ,X ,Q,11.68,11.9,11.34,11.9,11.9,11.34,13,660,7799.0,,2021-07-19
538634,VRL         ,X ,Q,117.0,117.0,108.0,108.95,109.9,110.7,136,9337,1035457.0,,2021-07-19
538635,SNOWMAN     ,A ,Q,52.95,52.95,51.4,51.85,51.85,52.95,1346,259543,13558602.0,,2021-07-19
538653,EML         ,Z ,Q,0.86,0.86,0.82,0.82,0.82,0.86,23,10299,8445.0,,2021-07-19
538666,SHARDACROP  ,A ,Q,365.0,365.0,355.55,357.0,357.5,359.1,464,6284,2255177.0,,2021-07-19
538668,NAYSAA      ,M ,Q,26.95,27.1,26.9,27.1,27.1,27.0,3,12000,323800.0,,2021-07-19
538674,CITYONLINE  ,Z ,Q,2.62,2.62,2.62,2.62,2.62,2.5,1,101,264.0,,2021-07-19
538683,NETFSENSEX  ,B ,Q,577.5,577.5,568.0,571.82,572.3,577.5,17,201,115256.0,,2021-07-19
538685,SHEMAROO    ,T ,Q,134.9,143.0,134.9,137.5,139.65,142.0,263,41907,5732977.0,,2021-07-19
538706,ULTRACAB    ,B ,Q,161.5,161.5,155.8,156.75,156.75,157.2,71,3563,563520.0,,2021-07-19
538707,RCCL        ,X ,Q,12.63,12.63,12.63,12.63,12.63,12.03,1,100,1263.0,,2021-07-19
538708,ETIL        ,X ,Q,5.42,5.43,5.42,5.42,5.42,5.7,9,3417,18535.0,,2021-07-19
538713,ATISHAY     ,B ,Q,36.35,38.0,35.55,36.2,36.65,36.35,183,56962,2084431.0,,2021-07-19
538714,SUCHITRA    ,X ,Q,72.45,74.0,72.45,74.0,74.0,72.45,9,510,36988.0,,2021-07-19
538715,DHABRIYA    ,B ,Q,70.0,70.25,66.0,69.55,69.0,66.4,60,4864,337740.0,,2021-07-19
538730,PDSMFL      ,B ,Q,1170.05,1199.0,1170.0,1198.5,1199.0,1185.95,207,1418,1695709.0,,2021-07-19
538732,VGCL        ,T ,Q,65.6,68.0,63.5,68.0,68.0,65.6,14,908,59608.0,,2021-07-19
538733,STARLIT     ,B ,Q,14.45,14.7,13.4,13.45,14.4,14.1,46,16552,225113.0,,2021-07-19
538734,CEINSYSTECH ,B ,Q,150.1,164.35,150.1,154.65,154.0,158.65,163,16223,2549953.0,,2021-07-19
538742,PANACHE     ,XT,Q,25.1,25.1,25.0,25.0,25.0,25.1,2,110,2760.0,,2021-07-19
538770,CRANE INFRA ,X ,Q,7.91,7.91,7.21,7.91,7.91,7.54,37,10001,78190.0,,2021-07-19
538772,NIYOGIN     ,X ,Q,87.25,87.25,82.0,83.2,84.0,86.0,119,16684,1407207.0,,2021-07-19
538778,AKASHDEEP   ,X ,Q,36.9,39.0,35.5,38.4,38.4,36.9,306,67110,2561616.0,,2021-07-19
538786,CIL         ,XT,Q,5.24,5.24,5.24,5.24,5.24,5.24,4,50,262.0,,2021-07-19
538787,GBFL        ,XT,Q,7.59,7.59,7.59,7.59,7.59,7.23,17,7432,56408.0,,2021-07-19
538795,SAPPL       ,X ,Q,351.05,366.5,342.0,345.45,343.1,354.1,66,4437,1535785.0,,2021-07-19
538812,AANCHALISP  ,XT,Q,5.74,5.8,5.36,5.6,5.74,5.61,94,194648,1094697.0,,2021-07-19
538817,CAPPIPES    ,M ,Q,43.6,47.9,43.6,47.8,47.8,45.8,7,10500,477000.0,,2021-07-19
538833,ANUBHAV     ,XT,Q,5.15,5.4,5.15,5.18,5.24,5.42,271,110355,573632.0,,2021-07-19
538834,MEL         ,XT,Q,5.22,5.22,5.22,5.22,5.22,4.98,7,451,2354.0,,2021-07-19
538835,INTELLECT   ,A ,Q,775.85,804.0,745.7,774.65,776.5,775.85,2688,50310,39478840.0,,2021-07-19
538836,MONTECARLO  ,B ,Q,368.0,368.0,355.8,362.85,362.85,368.25,503,5715,2070843.0,,2021-07-19
538837,JSTL        ,X ,Q,91.5,91.5,85.6,87.15,87.15,90.05,167,26128,2305921.0,,2021-07-19
538860,PANAFIC     ,XT,Q,0.37,0.37,0.37,0.37,0.37,0.38,70,29958,11084.0,,2021-07-19
538868,CSL         ,XT,Q,20.55,20.55,20.55,20.55,20.55,20.55,6,410,8425.0,,2021-07-19
538881,GALADAFIN   ,X ,Q,11.02,11.02,11.02,11.02,11.02,10.5,1,29,319.0,,2021-07-19
538882, EMERALD    ,X ,Q,19.3,20.9,19.1,20.2,20.8,20.0,31,3925,77132.0,,2021-07-19
538890,MKEXIM      ,X ,Q,68.35,68.35,68.35,68.35,68.35,65.1,35,14682,1003514.0,,2021-07-19
538891,MCLOUD      ,X ,Q,64.0,70.0,64.0,68.6,68.95,67.25,62,3942,269218.0,,2021-07-19
538894,OCTAL       ,X ,Q,4.23,4.23,4.02,4.02,4.02,4.23,3,2010,8500.0,,2021-07-19
538896,KANCHI      ,X ,Q,969.0,1088.0,965.0,1015.05,1015.05,982.55,1035,21734,22475983.0,,2021-07-19
538902,DHUN TEAIND ,B ,Q,512.0,534.1,504.05,520.55,520.0,510.0,428,4582,2385701.0,,2021-07-19
538920,SPACEAGE    ,XT,Q,74.45,74.45,71.0,73.1,73.1,70.95,54,4317,314936.0,,2021-07-19
538922,COSYN       ,X ,Q,36.1,39.35,33.75,36.95,35.95,37.5,181,33655,1256169.0,,2021-07-19
538923,SOFCOM      ,XT,Q,17.92,17.92,17.92,17.92,17.92,18.86,4,416,7454.0,,2021-07-19
538928,KARNAVATI   ,B ,Q,14.85,16.0,14.5,14.75,14.75,15.25,26,11004,166097.0,,2021-07-19
538942,MERCANTILE  ,X ,Q,17.7,18.4,17.05,17.6,17.55,17.5,30,3191,56283.0,,2021-07-19
538943,SONAL       ,X ,Q,21.55,22.0,21.55,22.0,22.0,21.0,8,780,17083.0,,2021-07-19
538952,ALFL        ,XT,Q,1.1,1.1,1.0,1.1,1.1,1.05,89,82278,89539.0,,2021-07-19
538961,GENUSPAPER  ,B ,Q,12.79,12.79,12.0,12.27,12.5,12.47,524,116353,1418292.0,,2021-07-19
538962,MINDACORP   ,A ,Q,143.75,143.85,137.4,138.65,139.2,142.75,1101,36665,5134102.0,,2021-07-19
538963,PACT        ,X ,Q,1.7,1.7,1.62,1.62,1.62,1.7,9,1581,2663.0,,2021-07-19
538964,MERCURYLAB  ,X ,Q,692.0,750.0,692.0,720.05,720.05,754.05,6,74,54916.0,,2021-07-19
538965,CONCORD     ,XT,Q,31.5,32.0,29.65,30.9,30.9,31.2,89,12607,381609.0,,2021-07-19
538970,MANVIJAY    ,XT,Q,80.6,80.6,74.4,77.5,77.5,76.8,4558,458300,36543239.0,,2021-07-19
538975,SHREESEC    ,X ,Q,13.64,14.89,12.08,14.48,14.48,14.06,55,303812,4268421.0,,2021-07-19
538979,GRNLAM IND  ,B ,Q,1320.1,1348.0,1307.35,1315.5,1315.5,1319.2,64,250,333306.0,,2021-07-19
538987,TALBROSENG  ,X ,Q,245.0,253.75,244.0,253.75,253.75,241.7,143,8785,2209777.0,,2021-07-19
538992,SAPL        ,X ,Q,310.0,310.0,310.0,310.0,310.0,310.0,2,100,31000.0,,2021-07-19
538993,PUROHITCON  ,XT,Q,6.0,6.0,6.0,6.0,6.0,6.0,1,200,1200.0,,2021-07-19
539006,PTCIL       ,XT,Q,2276.0,2299.0,2231.0,2246.55,2250.0,2287.1,39,797,1795734.0,,2021-07-19
539009,GBLIL       ,XT,Q,4.78,4.78,4.35,4.35,4.35,4.57,93,20789,94146.0,,2021-07-19
539011,CHENFERRO   ,XT,Q,9.63,10.11,9.63,10.11,10.11,9.63,6,2404,23595.0,,2021-07-19
539012,MEGRISOFT   ,XT,Q,60.6,60.6,60.6,60.6,60.6,57.75,1,90,5454.0,,2021-07-19
539013,GITARENEW   ,XT,Q,138.1,138.1,138.1,138.1,138.1,131.55,30,1548,213778.0,,2021-07-19
539016,NEIL        ,X ,Q,5.4,5.64,5.16,5.49,5.64,5.39,55,10079,55633.0,,2021-07-19
539017,STARHFL     ,B ,Q,95.35,97.0,94.5,95.05,95.9,98.4,79,12781,1223699.0,,2021-07-19
539018,BEEKAY      ,X ,Q,371.1,387.7,371.1,378.85,379.5,381.35,41,1803,682131.0,,2021-07-19
539031,SETFBSE100  ,B ,Q,171.0,172.9,165.0,169.53,169.95,170.98,22,404,68701.0,,2021-07-19
539032,FRASER      ,X ,Q,9.21,9.21,8.78,8.78,8.78,8.78,40,16199,144830.0,,2021-07-19
539040,TTIL        ,XT,Q,6.32,6.32,6.32,6.32,6.32,6.65,12,2604,16457.0,,2021-07-19
539041,SVPHOUSING  ,M ,Q,5.68,5.68,5.68,5.68,5.68,5.41,28,157500,894600.0,,2021-07-19
539042,AGIIL       ,B ,Q,124.5,130.7,124.5,130.7,130.7,124.5,73,4859,632308.0,,2021-07-19
539043,BKMINDST    ,T ,Q,1.15,1.16,1.1,1.16,1.16,1.11,124,82421,94344.0,,2021-07-19
539044,MANAKSTELTD ,B ,Q,36.05,36.05,32.7,35.15,35.05,34.35,2077,611318,21722579.0,,2021-07-19
539045,MNKALCOLTD  ,T ,Q,18.7,18.7,18.05,18.35,18.25,18.1,45,5777,106042.0,,2021-07-19
539046,MNKCMILTD   ,B ,Q,14.35,14.5,14.1,14.15,14.15,14.2,96,11601,165298.0,,2021-07-19
539056,IMAGICAA    ,T ,Q,8.5,8.85,8.5,8.79,8.85,8.47,168,71552,624070.0,,2021-07-19
539083,INOXWIND    ,B ,Q,104.0,113.95,103.3,111.3,111.3,106.0,2136,85351,9339935.0,,2021-07-19
539096,AANANDALAK  ,X ,Q,3.3,3.57,3.3,3.57,3.57,3.4,10,687,2423.0,,2021-07-19
539097,HKG         ,M ,Q,64.0,64.5,64.0,64.45,64.5,65.05,7,27500,1770000.0,,2021-07-19
539111,SHESHAINDS  ,X ,Q,7.43,7.43,7.43,7.43,7.43,7.82,4,24,178.0,,2021-07-19
539112,SAB         ,X ,Q,46.0,46.0,42.75,42.75,42.75,44.05,2,101,4642.0,,2021-07-19
539113,PML         ,X ,Q,1873.95,1874.9,1821.55,1862.45,1862.45,1842.55,41,179,329572.0,,2021-07-19
539115,ALAN SCOTT  ,XT,Q,26.75,26.75,26.75,26.75,26.75,26.75,1,25,668.0,,2021-07-19
539117,SUJALA      ,X ,Q,9.5,9.78,9.03,9.78,9.78,9.5,6,246,2316.0,,2021-07-19
539118,VRLLOG      ,A ,Q,310.0,313.9,300.0,304.95,304.25,311.15,831,21361,6568881.0,,2021-07-19
539119,JAINMARMO   ,XT,Q,29.0,29.0,29.0,29.0,29.0,29.0,1,2,58.0,,2021-07-19
539122,BODHTREE    ,X ,Q,48.4,48.4,44.55,45.8,45.8,46.2,189,43489,2004341.0,,2021-07-19
539123,VBIND       ,XT,Q,0.99,1.03,0.99,1.03,1.03,0.99,29,47933,49309.0,,2021-07-19
539126,MEP         ,B ,Q,26.0,26.9,25.75,26.05,26.0,26.5,364,27468,723628.0,,2021-07-19
539131,CLLIMITED   ,Z ,Q,2.11,2.11,2.11,2.11,2.11,2.01,31,57036,120345.0,,2021-07-19
539132,VEGETABLE   ,XT,Q,3.95,3.95,3.69,3.86,3.86,3.88,32,3823,14936.0,,2021-07-19
539141,UFO         ,B ,Q,103.25,110.75,103.25,108.4,107.65,106.2,3779,256976,27731477.0,,2021-07-19
539142,NIFTYEES    ,B ,Q,20500.0,20500.0,20500.0,20500.0,20500.0,20400.0,1,1,20500.0,,2021-07-19
539143,PANTH       ,X ,Q,9.61,9.61,9.2,9.5,9.5,9.61,20,3629,34371.0,,2021-07-19
539148,SHIVALIK    ,X ,Q,942.0,945.0,916.0,935.9,935.9,941.55,323,10738,10018609.0,,2021-07-19
539149,ICSL        ,X ,Q,3.51,3.68,3.51,3.68,3.68,3.51,14,3178,11686.0,,2021-07-19
539150,PNCINFRA    ,A ,Q,316.0,321.7,298.5,306.7,306.7,316.85,3086,120304,37835040.0,,2021-07-19
539151,ARFIN       ,XT,Q,68.35,70.25,67.1,70.25,70.25,67.0,27,1296,90441.0,,2021-07-19
539174,HELPAGE     ,XT,Q,12.48,12.48,12.48,12.48,12.48,11.89,7,1486,18545.0,,2021-07-19
539175,INDRAIND    ,X ,Q,6.08,6.08,6.08,6.08,6.08,6.4,5,10548,64131.0,,2021-07-19
539176,HAWAENG     ,XT,Q,39.75,41.0,38.0,38.0,38.0,39.65,11,896,35691.0,,2021-07-19
539177,AIIL        ,XT,Q,1196.7,1196.7,1196.7,1196.7,1196.7,1139.75,15,122,145997.0,,2021-07-19
539195,POEL        ,X ,Q,51.9,51.9,46.55,47.85,46.55,48.35,37,2970,142968.0,,2021-07-19
539196,AEL         ,X ,Q,26.5,26.5,24.65,24.65,24.65,25.9,122,12003,298673.0,,2021-07-19
539197,DEVHARI     ,X ,Q,0.7,0.7,0.67,0.7,0.7,0.67,1228,3107745,2169005.0,,2021-07-19
539199,MOONGIPASEC ,XT,Q,3.05,3.05,3.05,3.05,3.05,2.91,1,1,3.0,,2021-07-19
539201,SATIA       ,A ,Q,105.8,110.0,105.25,107.35,107.35,106.7,1458,91666,9788950.0,,2021-07-19
539216,GARMNTMNTR  ,B ,Q,120.0,124.0,113.15,122.35,124.0,122.35,131,12293,1440103.0,,2021-07-19
539217,SRESTHA     ,XT,Q,2.35,2.35,2.19,2.35,2.35,2.3,9,1270,2878.0,,2021-07-19
539218,SAUMYA      ,X ,Q,69.65,69.65,69.5,69.6,69.6,66.35,4,34,2365.0,,2021-07-19
539219,MUL         ,XT,Q,20.0,20.0,20.0,20.0,20.0,21.05,12,1482,29640.0,,2021-07-19
539221,SPORTKING   ,XT,Q,2936.25,2938.95,2840.0,2938.95,2938.95,2799.0,291,6323,18539548.0,,2021-07-19
539222,VMV         ,M ,Q,9.04,9.43,8.91,9.31,9.15,9.32,21,57500,526200.0,,2021-07-19
539223,AMBITION    ,B ,Q,4.62,4.99,4.61,4.99,4.99,4.85,13,689,3189.0,,2021-07-19
539225,JIYAECO     ,Z ,Q,6.1,6.19,5.7,6.1,6.1,5.94,29,8950,54522.0,,2021-07-19
539226,RUDRA       ,T ,Q,35.9,36.4,34.0,36.1,36.0,35.05,134,18402,658973.0,,2021-07-19
539227,LOYAL       ,B ,Q,29.65,38.0,29.6,35.3,35.45,31.7,292,62561,2220707.0,,2021-07-19
539228,GGPL        ,B ,Q,36.85,36.85,32.95,33.0,33.0,34.2,62,4587,155114.0,,2021-07-19
539229,MRSS        ,M ,Q,7.21,7.43,7.21,7.43,7.43,7.11,13,9600,70404.0,,2021-07-19
539235,GPL         ,X ,Q,185.0,199.95,185.0,190.0,190.0,192.9,44,1804,351137.0,,2021-07-19
539251,BALKRISHNA  ,B ,Q,25.2,25.8,24.0,25.8,25.8,24.7,26,4622,118146.0,,2021-07-19
539252,SCFL        ,B ,Q,16.25,16.98,16.15,16.98,16.98,15.44,748,479259,8082829.0,,2021-07-19
539254,ADANITRANS  ,T ,Q,1010.15,1025.0,960.0,969.0,969.0,1010.15,1354,112926,114457405.0,,2021-07-19
539255,STARDELTA   ,X ,Q,82.0,87.45,80.0,82.05,82.05,83.35,19,6199,523299.0,,2021-07-19
539267,DRHABEEB    ,X ,Q,33.4,33.4,30.45,32.25,32.25,32.0,14,324,10288.0,,2021-07-19
539268,SYNGENE     ,A ,Q,657.9,678.0,652.15,669.1,669.1,668.3,4832,99292,65817048.0,,2021-07-19
539274,BLFL        ,Z ,Q,3.3,3.58,3.3,3.57,3.57,3.41,26,28771,95244.0,,2021-07-19
539275,MSL         ,T ,Q,87.95,93.75,86.15,90.95,90.95,89.7,26,837,73030.0,,2021-07-19
539276,KAYA        ,B ,Q,520.0,520.0,490.95,495.85,496.75,510.9,749,10781,5389371.0,,2021-07-19
539278,SYMBIOX     ,XT,Q,1.55,1.56,1.55,1.56,1.56,1.49,21,11827,18426.0,,2021-07-19
539287,ORTINLAABS  ,B ,Q,36.5,36.85,35.8,36.1,36.1,36.35,175,6063,219803.0,,2021-07-19
539288,AVI         ,XT,Q,44.7,45.15,44.7,45.15,45.15,43.0,3,171,7665.0,,2021-07-19
539289,MJCO        ,A ,Q,91.0,92.3,89.0,90.35,90.35,91.9,1467,63880,5834843.0,,2021-07-19
539290,BINDALAGRO  ,B ,Q,31.65,31.8,30.5,31.0,31.0,32.05,782,123232,3848317.0,,2021-07-19
539291,OZONEWORLD  ,X ,Q,15.85,15.85,14.9,15.45,15.45,15.5,389,229841,3513601.0,,2021-07-19
539300,AKSPINTEX   ,X ,Q,22.8,25.2,22.8,22.9,24.0,24.0,23,3534,88153.0,,2021-07-19
539301,ARVSMART    ,B ,Q,126.65,131.0,125.4,126.55,126.55,129.7,527,13041,1680898.0,,2021-07-19
539302,POWERMECH   ,A ,Q,810.0,816.7,804.45,807.85,806.05,817.85,274,2218,1793816.0,,2021-07-19
539304,CANOPYFIN   ,XT,Q,32.5,33.35,32.5,33.35,33.35,31.8,5,758,24711.0,,2021-07-19
539309,RAMASTEEL   ,B ,Q,143.8,145.8,137.3,138.1,137.9,144.5,348,13542,1896048.0,,2021-07-19
539310,THINKINK    ,X ,Q,34.95,36.5,34.8,35.6,36.0,35.35,116,377524,13402533.0,,2021-07-19
539312,UTISENSETF  ,B ,Q,560.0,560.0,547.0,551.02,548.7,552.2,72,662,366462.0,,2021-07-19
539313,UTINIFTETF  ,B ,Q,1665.0,1670.0,1633.1,1650.88,1670.0,1671.0,31,170,279834.0,,2021-07-19
539331,VETO        ,B ,Q,147.45,147.95,130.1,137.15,137.15,149.05,3156,112957,15648266.0,,2021-07-19
539332,NAVKARCORP  ,B ,Q,47.8,54.7,47.8,53.75,53.75,51.9,4200,673623,36073912.0,,2021-07-19
539334,SHREEPUSHK  ,B ,Q,184.0,186.0,180.0,184.45,185.5,181.4,1180,33290,6115833.0,,2021-07-19
539336,GUJGAS      ,A ,Q,680.35,690.0,671.65,684.4,684.4,680.35,1616,35877,24550565.0,,2021-07-19
539346,SADBHIN     ,B ,Q,34.7,35.7,33.3,34.3,34.4,34.75,1215,189135,6557930.0,,2021-07-19
539353,SALAUTO     ,X ,Q,218.5,230.0,218.5,227.85,227.85,215.75,159,5923,1325532.0,,2021-07-19
539354,POLYSPIN    ,X ,Q,80.0,80.0,72.3,78.2,78.2,78.25,74,8876,684315.0,,2021-07-19
539359,PRITIKAUTO  ,X ,Q,19.25,19.85,18.95,19.15,19.2,19.2,326,145486,2812863.0,,2021-07-19
539363,SKC         ,T ,Q,6.45,6.45,6.13,6.19,6.19,6.45,17,1395,8627.0,,2021-07-19
539383,MINFY       ,Z ,Q,3.42,3.42,3.25,3.25,3.25,3.42,3,301,1012.0,,2021-07-19
539384,KRISHNACAP  ,XT,Q,7.15,7.36,7.15,7.36,7.36,7.01,11,1663,12228.0,,2021-07-19
539391,ACME        ,X ,Q,15.85,16.55,15.55,16.35,16.35,15.85,28,3549,57740.0,,2021-07-19
539398,VISHALBL    ,T ,Q,34.8,36.25,32.85,35.5,35.5,34.55,32,7324,244063.0,,2021-07-19
539399,BELLACASA   ,B ,Q,133.25,141.0,127.0,136.3,135.95,131.8,311,19103,2589654.0,,2021-07-19
539400,MALLCOM     ,X ,Q,637.55,654.0,610.3,643.7,643.7,638.0,109,2152,1368440.0,,2021-07-19
539404,SATIN       ,A ,Q,93.2,95.95,93.05,93.95,93.95,93.65,706,25726,2435508.0,,2021-07-19
539407,GENCON      ,B ,Q,52.7,57.95,50.3,51.15,51.15,52.7,1635,77465,4216232.0,,2021-07-19
539409,NEERAJ      ,XT,Q,15.04,15.04,14.99,15.0,15.01,14.33,11,1540,23160.0,,2021-07-19
539410,MUZALI      ,XT,Q,6.75,6.75,6.75,6.75,6.75,6.85,1,1,6.0,,2021-07-19
539428,TEJNAKSH    ,B ,Q,77.95,77.95,73.0,76.6,76.6,75.15,346,66758,5078781.0,,2021-07-19
539436,COFFEEDAY   ,B ,Q,43.1,43.45,42.55,42.9,43.0,43.7,780,89706,3854595.0,,2021-07-19
539437,IDFCFIRSTB  ,A ,Q,53.95,53.95,52.35,52.65,52.65,54.05,5075,891829,47233243.0,,2021-07-19
539447,BEARDSELL   ,T ,Q,14.47,14.47,13.75,14.14,14.14,14.05,6,512,7116.0,,2021-07-19
539448,INDIGO      ,A ,Q,1810.0,1810.0,1761.0,1765.35,1765.35,1808.9,1402,56854,101334727.0,,2021-07-19
539450,SHK         ,A ,Q,167.8,170.8,166.5,169.35,168.6,168.2,785,28550,4821575.0,,2021-07-19
539469,PANORAMA    ,XT,Q,60.05,60.9,60.05,60.9,60.9,58.05,7,310,18743.0,,2021-07-19
539470,SHREEGANES  ,X ,Q,122.0,122.0,117.25,117.4,117.3,118.25,48,17254,2041812.0,,2021-07-19
539479,GTV         ,X ,Q,21.9,21.9,19.9,21.8,21.8,20.9,113,69571,1466821.0,,2021-07-19
539486,GEETANJ     ,XT,Q,1.06,1.11,1.06,1.11,1.11,1.06,11,4964,5327.0,,2021-07-19
539487,LICNETFSEN  ,B ,Q,568.46,568.46,556.1,556.1,556.1,567.86,11,17,9504.0,,2021-07-19
