average_return_percent,simulation_result,actual_returns,predicted_returns,predicted_returns_percent,code,company
0.0025153109150858922,"[{'investment': 99749.1, 'shares': 362, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 275.55, 'predictedub': 1.1450201685699288}, {'investment': 100000.0, 'shares': 362, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 275.55, 'predictedub': 1.1450201685699288}]",99749.1,133530.5016471794,0.33866372375469433,533274,PRESTIGE ESTATES PROJECTS LTD
0.0019193550646753987,"[{'investment': 99929.40000000001, 'shares': 606, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 164.9, 'predictedub': 1.1894888278028628}, {'investment': 100121.19999999998, 'shares': 606, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 165.1, 'predictedub': 1.207114905068283}]",100050.59999999999,118864.90486904341,0.18948882780286283,535789,INDIABULLS HOUSING FINANCE LTD
0.0018296702332704228,"[{'investment': 99744.75, 'shares': 15, 'entry': True, 'exit': False, 'date': '16-04-2021', 'close': 6649.65, 'predictedub': 1.1032679000224612}, {'investment': 99927.25, 'shares': 15, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 6644.8, 'predictedub': 1.1012000076622968}]",99672.0,110045.18087076538,0.10326790002246118,532500,MARUTI SUZUKI INDIA LTD
0.000737543569610774,"[{'investment': 99926.3, 'shares': 223, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 448.1, 'predictedub': 1.0989971367271036}, {'investment': 100000.0, 'shares': 223, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 448.1, 'predictedub': 1.0989971367271036}]",99926.3,109818.71758373358,0.09899713672710365,541700,TCNS CLOTHING CO LTD
0.0005077576870261657,"[{'investment': 99949.25, 'shares': 401, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 249.25, 'predictedub': 1.1175180328164176}, {'investment': 100000.0, 'shares': 401, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 249.25, 'predictedub': 1.1175180328164176}]",99949.25,111695.08924147634,0.11751803281641769,532702,GUJARAT STATE PETRONET LTD
0.0004031624744770978,"[{'investment': 99959.70000000001, 'shares': 202, 'entry': True, 'exit': False, 'date': '20-04-2021', 'close': 494.85, 'predictedub': 1.1133841227014034}, {'investment': 100000.0, 'shares': 202, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 494.85, 'predictedub': 1.1133841227014034}]",99959.70000000001,111293.54288999549,0.1133841227014034,517569,KEI INDUSTRIES LTD
-0.004077379786123474,"[{'investment': 99524.7, 'shares': 198, 'entry': True, 'exit': False, 'date': '14-01-2021', 'close': 502.65, 'predictedub': 1.2601732978142304}, {'investment': 99118.9, 'shares': 198, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 498.2, 'predictedub': 1.4110985197193897}]",98643.59999999999,125418.36941297194,0.2601732978142305,543064,SUVEN PHARMACEUTICAL LTD
-0.005599391448774905,"[{'investment': 99975.15, 'shares': 1063, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 94.05, 'predictedub': 1.1022224351662369}, {'investment': 99415.35, 'shares': 1063, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 93.5, 'predictedub': 1.0758149684087128}]",99390.5,112352.07513948675,0.12380001569876879,500400,TATA POWER CO LTD
-0.007437970785510557,"[{'investment': 99368.5, 'shares': 89, 'entry': True, 'exit': False, 'date': '26-03-2021', 'close': 1116.5, 'predictedub': 1.0605691140644808}, {'investment': 98629.4, 'shares': 89, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1101.1, 'predictedub': 1.0581660096229546}]",97997.9,113363.12149535623,0.14083559171524412,540762,TUBE INVESTMENTS OF INDIA LTD
-0.014195828807409543,"[{'investment': 98736.75, 'shares': 63, 'entry': True, 'exit': False, 'date': '05-04-2021', 'close': 1567.25, 'predictedub': 1.090704929662371}, {'investment': 97335.1, 'shares': 63, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 1524.95, 'predictedub': 1.0669781587728764}]",96071.85,107692.6599638411,0.09070492966237088,523261,VENKYS INDIA LTD
