Date,Open,High,Low,Close
17-September-2008,5239.30,5239.30,5074.55,5099.89,
18-September-2008,4920.65,5108.66,4836.93,5099.61,
19-September-2008,5242.08,5349.86,5222.19,5336.02,
22-September-2008,5389.08,5392.27,5299.27,5318.12,
23-September-2008,5237.30,5313.11,5182.14,5190.93,
24-September-2008,5209.06,5280.03,5197.63,5226.48,
25-September-2008,5234.89,5234.89,5142.99,5174.78,
26-September-2008,5159.50,5159.50,4995.06,5010.75,
29-September-2008,5014.64,5014.93,4736.31,4810.03,
30-September-2008,4669.78,4939.30,4650.37,4897.59,
1-October-2008,4942.68,5006.82,4843.36,4953.62,
3-October-2008,4910.27,4942.84,4755.37,4771.05,
6-October-2008,4700.78,4700.78,4457.87,4478.26,
7-October-2008,4549.07,4605.45,4359.98,4423.23,
8-October-2008,4308.11,4308.11,4035.64,4252.43,
10-October-2008,4042.31,4080.63,3862.73,3934.70,
13-October-2008,4015.19,4205.49,4015.19,4192.20,
14-October-2008,4330.37,4405.33,4234.09,4254.67,
15-October-2008,4186.25,4186.25,4020.59,4034.74,
16-October-2008,3868.54,4017.36,3768.42,3965.65,
17-October-2008,4020.20,4043.01,3749.57,3771.68,
20-October-2008,3823.42,3926.54,3764.74,3826.41,
21-October-2008,3879.25,3980.86,3840.92,3967.21,
22-October-2008,3905.93,3908.45,3776.78,3790.30,
23-October-2008,3652.16,3792.86,3617.48,3640.10,
24-October-2008,3572.05,3574.35,3218.77,3257.79,
27-October-2008,3221.66,3254.92,2899.28,3162.35,
28-October-2008,3303.98,3369.33,3303.98,3355.24,
29-October-2008,3442.91,3442.91,3307.55,3350.62,
31-October-2008,3433.61,3590.84,3433.61,3570.07,
3-November-2008,3691.04,3768.82,3684.07,3757.97,
4-November-2008,3750.27,3889.90,3687.32,3879.58,
5-November-2008,3975.02,3988.60,3708.12,3730.65,
6-November-2008,3622.81,3726.50,3566.08,3610.58,
7-November-2008,3586.40,3718.06,3581.84,3690.22,
10-November-2008,3747.46,3886.38,3737.70,3876.32,
11-November-2008,3842.44,3842.44,3643.43,3655.97,
12-November-2008,3612.20,3677.16,3503.81,3554.70,
14-November-2008,3629.50,3653.07,3468.81,3494.36,
17-November-2008,3499.29,3506.67,3339.31,3435.91,
18-November-2008,3376.77,3392.95,3302.34,3317.85,
19-November-2008,3327.42,3405.28,3244.36,3257.29,
20-November-2008,3149.24,3171.04,3097.91,3143.13,
21-November-2008,3142.78,3282.71,3118.24,3262.30,
24-November-2008,3251.06,3304.84,3197.80,3259.24,
25-November-2008,3332.44,3346.17,3187.02,3199.38,
26-November-2008,3221.55,3290.57,3172.57,3281.42,
28-November-2008,3240.26,3304.58,3232.40,3295.60,
1-December-2008,3313.97,3376.29,3213.80,3223.21,
2-December-2008,3138.00,3201.69,3103.47,3190.30,
3-December-2008,3221.91,3227.26,3162.79,3204.39,
4-December-2008,3218.66,3360.31,3202.93,3353.68,
5-December-2008,3347.57,3401.15,3268.33,3278.82,
8-December-2008,3369.52,3415.98,3313.11,3332.31,
10-December-2008,3376.44,3487.32,3365.90,3479.66,
11-December-2008,3491.39,3517.76,3427.44,3494.23,
12-December-2008,3415.76,3532.96,3381.15,3516.44,
15-December-2008,3557.73,3626.06,3557.73,3595.65,
16-December-2008,3588.41,3672.69,3585.60,3664.21,
17-December-2008,3701.87,3702.66,3550.65,3561.18,
18-December-2008,3560.46,3694.42,3531.71,3684.77,
19-December-2008,3668.52,3741.25,3668.52,3714.08,
22-December-2008,3722.38,3755.50,3655.58,3669.73,
23-December-2008,3644.19,3648.71,3563.84,3576.48,
24-December-2008,3561.90,3563.43,3519.98,3540.11,
26-December-2008,3561.68,3595.88,3457.19,3469.45,
29-December-2008,3468.73,3547.59,3419.86,3541.45,
30-December-2008,3567.86,3627.32,3531.90,3608.60,
31-December-2008,3637.38,3652.66,3576.35,3596.85,
1-January-2009,3618.00,3696.04,3618.00,3691.75,
2-January-2009,3720.12,3763.60,3688.41,3725.38,
5-January-2009,3773.65,3831.45,3769.67,3823.75,
6-January-2009,3821.79,3869.97,3774.33,3838.58,
7-January-2009,3865.86,3885.52,3539.38,3568.45,
9-January-2009,3521.76,3577.84,3427.51,3492.20,
12-January-2009,3469.07,3471.85,3369.37,3392.61,
13-January-2009,3375.79,3434.07,3333.78,3361.98,
14-January-2009,3398.88,3472.62,3398.88,3459.73,
15-January-2009,3379.32,3379.32,3322.43,3354.53,
16-January-2009,3378.29,3436.74,3378.29,3431.62,
19-January-2009,3450.25,3466.38,3423.23,3442.91,
20-January-2009,3394.44,3394.44,3353.66,3376.97,
21-January-2009,3320.56,3367.30,3262.60,3275.84,
22-January-2009,3311.62,3318.21,3229.38,3261.84,
23-January-2009,3257.61,3273.20,3190.15,3204.48,
27-January-2009,3239.63,3298.55,3239.63,3292.57,
28-January-2009,3314.32,3383.38,3310.91,3380.47,
29-January-2009,3407.02,3420.54,3340.46,3364.05,
30-January-2009,3328.17,3430.89,3317.46,3426.76,
2-February-2009,3404.67,3404.67,3313.22,3319.03,
3-February-2009,3337.33,3378.64,3300.73,3329.42,
4-February-2009,3360.76,3386.51,3329.72,3340.74,
5-February-2009,3356.67,3356.67,3288.61,3310.85,
6-February-2009,3336.02,3386.24,3336.02,3378.34,
9-February-2009,3400.33,3471.30,3388.66,3466.35,
10-February-2009,3471.40,3519.01,3448.61,3490.11,
11-February-2009,3437.91,3494.68,3429.63,3486.59,
12-February-2009,3464.98,3493.89,3445.93,3451.80,
13-February-2009,3478.83,3529.88,3478.83,3508.97,
16-February-2009,3512.75,3512.75,3385.05,3393.95,
17-February-2009,3357.66,3357.66,3288.74,3301.78,
18-February-2009,3267.98,3327.27,3267.98,3295.33,
19-February-2009,3306.07,3329.77,3284.27,3300.80,
20-February-2009,3270.65,3270.65,3207.46,3233.97,
24-February-2009,3188.10,3224.04,3155.42,3211.52,
25-February-2009,3243.13,3269.75,3229.07,3235.30,
26-February-2009,3235.01,3255.04,3198.75,3244.68,
27-February-2009,3240.67,3246.72,3180.95,3232.11,
2-March-2009,3187.12,3187.12,3124.34,3139.09,
3-March-2009,3124.57,3147.35,3071.84,3081.73,
4-March-2009,3096.08,3105.99,3067.38,3089.72,
5-March-2009,3113.67,3116.52,2999.72,3011.53,
6-March-2009,2977.51,3043.36,2961.26,3037.84,
9-March-2009,3016.36,3018.54,2969.41,2983.02,
12-March-2009,3026.35,3060.77,3017.75,3035.22,
13-March-2009,3085.78,3170.96,3085.78,3161.33,
16-March-2009,3174.40,3238.85,3152.84,3235.40,
17-March-2009,3239.36,3269.91,3195.23,3213.94,
18-March-2009,3246.92,3305.71,3246.92,3259.97,
19-March-2009,3282.44,3298.72,3237.59,3271.11,
20-March-2009,3257.81,3272.05,3229.92,3259.52,
23-March-2009,3293.49,3409.14,3293.49,3402.28,
24-March-2009,3445.49,3491.49,3384.51,3404.25,
25-March-2009,3398.97,3476.52,3390.99,3466.34,
26-March-2009,3499.08,3579.31,3499.08,3562.17,
27-March-2009,3577.63,3616.51,3545.13,3605.81,
30-March-2009,3553.62,3553.62,3444.93,3462.51,
31-March-2009,3483.80,3556.28,3455.78,3523.53,
1-April-2009,3535.18,3590.59,3482.58,3585.23,
2-April-2009,3666.21,3765.44,3666.21,3737.65,
6-April-2009,3807.83,3843.90,3762.08,3809.91,
8-April-2009,3706.52,3910.75,3688.81,3900.89,
9-April-2009,3955.99,3971.54,3875.83,3931.42,
13-April-2009,3984.23,4044.85,3947.54,4008.34,
15-April-2009,3953.74,4159.74,3937.30,4146.15,
16-April-2009,4186.13,4200.94,3982.66,4000.41,
17-April-2009,4043.52,4152.78,4007.88,4037.84,
20-April-2009,4062.10,4126.41,4009.67,4055.85,
21-April-2009,3987.63,4076.50,3983.27,4030.36,
22-April-2009,4061.20,4090.14,3961.01,3992.48,
23-April-2009,4009.66,4108.33,3958.66,4090.28,
24-April-2009,4096.17,4171.99,4082.36,4161.48,
27-April-2009,4128.03,4219.20,4122.34,4158.15,
28-April-2009,4161.93,4164.33,4005.47,4019.32,
29-April-2009,4060.93,4148.48,4049.19,4140.42,
4-May-2009,4232.99,4371.72,4232.99,4366.66,
5-May-2009,4375.83,4411.86,4342.37,4393.34,
6-May-2009,4398.06,4452.40,4311.67,4333.36,
7-May-2009,4373.87,4416.24,4352.67,4410.35,
8-May-2009,4413.36,4438.14,4297.51,4346.69,
11-May-2009,4392.90,4394.80,4252.40,4276.61,
12-May-2009,4257.21,4423.08,4249.49,4413.75,
13-May-2009,4433.78,4461.59,4358.59,4380.54,
14-May-2009,4293.23,4369.53,4276.79,4357.08,
15-May-2009,4394.13,4469.36,4394.13,4444.70,
18-May-2009,4901.65,5168.79,4901.65,5144.31,
19-May-2009,5293.37,5394.76,4970.46,5203.56,
20-May-2009,5162.07,5312.92,5153.91,5240.70,
21-May-2009,5243.90,5315.94,5147.04,5171.14,
22-May-2009,5156.19,5247.52,5120.38,5235.69,
25-May-2009,5283.03,5312.48,5242.70,5290.13,
26-May-2009,5325.18,5344.95,5119.16,5148.40,
27-May-2009,5255.06,5348.05,5255.06,5345.60,
28-May-2009,5364.93,5422.78,5339.06,5394.43,
29-May-2009,5442.53,5562.60,5442.53,5520.25,
1-June-2009,5602.13,5638.35,5553.88,5631.33,
2-June-2009,5680.25,5694.64,5539.70,5639.90,
3-June-2009,5683.68,5731.54,5601.85,5671.73,
4-June-2009,5636.97,5754.56,5605.08,5750.05,
5-June-2009,5802.72,5848.42,5748.73,5767.03,
8-June-2009,5805.38,5808.53,5524.08,5549.20,
9-June-2009,5507.79,5729.59,5470.42,5718.17,
10-June-2009,5772.27,5885.25,5772.27,5832.36,
11-June-2009,5856.10,5858.54,5745.52,5808.99,
12-June-2009,5847.31,5886.88,5712.80,5731.51,
15-June-2009,5691.80,5749.69,5590.64,5617.09,
16-June-2009,5543.10,5703.54,5528.50,5685.31,
17-June-2009,5685.98,5704.44,5466.80,5494.01,
18-June-2009,5486.51,5522.91,5326.85,5373.21,
19-June-2009,5429.68,5479.90,5331.78,5466.33,
22-June-2009,5516.84,5528.18,5379.76,5398.65,
23-June-2009,5305.79,5421.14,5281.42,5397.66,
24-June-2009,5441.28,5478.06,5377.60,5464.81,
25-June-2009,5512.02,5528.07,5415.11,5437.38,
26-June-2009,5482.55,5590.54,5464.36,5586.33,
29-June-2009,5608.05,5686.78,5581.14,5630.55,
30-June-2009,5671.98,5680.83,5465.83,5492.03,
1-July-2009,5505.98,5569.05,5431.19,5550.35,
2-July-2009,5583.52,5609.71,5499.40,5563.16,
3-July-2009,5521.07,5657.06,5518.52,5646.62,
6-July-2009,5680.48,5723.03,5299.90,5331.28,
7-July-2009,5370.50,5407.52,5300.34,5369.81,
8-July-2009,5305.74,5305.74,5180.00,5209.44,
9-July-2009,5228.47,5259.96,5167.01,5221.85,
10-July-2009,5255.72,5276.35,5092.10,5122.34,
13-July-2009,5057.51,5061.89,4983.95,5047.00,
14-July-2009,5130.61,5255.45,5130.61,5236.47,
15-July-2009,5284.19,5424.42,5278.40,5410.11,
16-July-2009,5486.66,5500.89,5393.55,5417.11,
17-July-2009,5454.03,5598.82,5454.03,5581.78,
20-July-2009,5645.89,5740.11,5627.25,5734.50,
21-July-2009,5744.99,5744.99,5659.13,5698.60,
22-July-2009,5731.74,5807.51,5598.28,5620.60,
23-July-2009,5682.72,5768.89,5681.36,5761.33,
24-July-2009,5820.28,5836.18,5754.24,5825.06,
27-July-2009,5838.36,5877.22,5796.78,5852.28,
28-July-2009,5875.33,5903.44,5829.27,5864.95,
29-July-2009,5840.49,5888.33,5683.31,5797.08,
30-July-2009,5791.64,5864.70,5759.94,5858.95,
31-July-2009,5929.79,5987.42,5886.04,5940.38,
3-August-2009,5963.67,6047.84,5934.34,6038.06,
4-August-2009,6065.28,6065.28,5965.28,6010.52,
5-August-2009,6031.87,6063.02,5965.06,6031.24,
6-August-2009,6014.17,6068.96,5871.64,5893.91,
7-August-2009,5838.00,5893.15,5743.19,5759.16,
10-August-2009,5841.43,5847.36,5650.18,5685.95,
11-August-2009,5687.59,5780.31,5653.12,5729.47,
12-August-2009,5671.41,5729.11,5600.61,5720.87,
13-August-2009,5811.38,5923.13,5811.38,5914.52,
14-August-2009,5924.41,5936.65,5874.24,5887.76,
17-August-2009,5806.28,5806.28,5640.66,5654.55,
18-August-2009,5647.98,5784.04,5646.56,5750.89,
19-August-2009,5773.04,5788.37,5628.79,5666.49,
20-August-2009,5722.19,5779.10,5722.19,5736.06,
21-August-2009,5716.05,5831.46,5684.91,5822.52,
24-August-2009,5899.02,5978.94,5899.02,5963.57,
25-August-2009,5925.86,5998.75,5903.28,5987.96,
26-August-2009,6018.45,6050.50,6008.05,6031.31,
27-August-2009,6015.64,6073.52,6009.18,6042.72,
28-August-2009,6057.62,6107.39,6005.11,6094.67,
31-August-2009,6035.40,6090.53,6011.04,6044.61,
1-September-2009,6068.65,6136.32,5963.57,5984.19,
2-September-2009,5938.20,6012.60,5932.85,5962.42,
3-September-2009,6000.93,6020.30,5937.17,5953.11,
4-September-2009,5983.69,6056.62,5935.60,6045.02,
7-September-2009,6094.53,6186.99,6094.53,6181.85,
8-September-2009,6218.36,6244.83,6172.59,6194.99,
9-September-2009,6184.56,6225.65,6167.69,6201.55,
10-September-2009,6265.98,6294.03,6184.93,6202.47,
11-September-2009,6237.53,6246.04,6157.31,6206.13,
14-September-2009,6180.76,6214.07,6155.03,6203.01,
15-September-2009,6234.68,6315.48,6234.68,6308.34,
16-September-2009,6369.20,6393.30,6348.80,6387.78,
17-September-2009,6431.21,6441.93,6364.17,6393.04,
18-September-2009,6376.25,6425.18,6364.04,6416.69,
22-September-2009,6432.94,6486.32,6432.94,6467.23,
23-September-2009,6476.49,6484.48,6389.49,6402.27,
24-September-2009,6345.39,6439.43,6327.77,6427.05,
25-September-2009,6386.45,6462.36,6378.54,6418.96,
29-September-2009,6485.36,6498.08,6456.96,6466.51,
30-September-2009,6475.71,6556.46,6475.71,6552.75,
1-October-2009,6568.90,6582.13,6533.41,6556.29,
5-October-2009,6492.49,6527.89,6440.99,6451.15,
6-October-2009,6486.56,6500.40,6343.32,6472.48,
7-October-2009,6525.86,6555.41,6448.85,6463.87,
8-October-2009,6516.02,6542.89,6463.19,6496.04,
9-October-2009,6537.69,6537.69,6426.14,6436.07,
12-October-2009,6467.22,6572.01,6460.96,6558.99,
14-October-2009,6597.96,6663.58,6597.96,6654.93,
15-October-2009,6702.99,6703.46,6629.23,6665.70,
16-October-2009,6668.64,6721.20,6662.60,6710.61,
17-October-2009,6757.26,6761.39,6704.65,6726.90,
20-October-2009,6758.90,6779.19,6682.42,6695.82,
21-October-2009,6688.97,6711.49,6613.66,6621.36,
22-October-2009,6610.19,6631.50,6496.42,6522.74,
23-October-2009,6586.10,6619.99,6530.15,6546.75,
26-October-2009,6564.54,6571.42,6480.71,6489.06,
27-October-2009,6450.38,6455.91,6288.15,6306.44,
28-October-2009,6282.92,6339.10,6209.07,6289.38,
29-October-2009,6200.91,6266.80,6174.82,6187.40,
30-October-2009,6269.02,6323.09,6126.03,6142.43,
3-November-2009,6104.84,6157.69,5927.59,5945.36,
4-November-2009,6013.34,6145.24,5970.13,6132.64,
5-November-2009,6129.17,6229.53,6049.91,6220.12,
6-November-2009,6288.76,6336.25,6267.04,6294.50,
9-November-2009,6330.65,6434.62,6304.52,6428.74,
10-November-2009,6486.91,6495.00,6390.14,6414.16,
11-November-2009,6422.05,6572.60,6408.31,6563.30,
12-November-2009,6565.05,6582.87,6463.20,6494.10,
13-November-2009,6490.08,6563.93,6485.67,6538.25,
16-November-2009,6579.57,6632.68,6579.57,6612.73,
17-November-2009,6631.72,6631.72,6562.93,6620.13,
18-November-2009,6620.01,6658.83,6609.20,6622.45,
19-November-2009,6619.42,6632.61,6504.52,6533.32,
20-November-2009,6499.85,6613.94,6465.08,6606.00,
23-November-2009,6626.35,6667.01,6623.20,6658.33,
24-November-2009,6671.69,6680.51,6611.56,6648.60,
25-November-2009,6659.77,6714.11,6655.99,6668.86,
26-November-2009,6668.04,6679.45,6542.49,6556.16,
27-November-2009,6447.65,6484.31,6298.71,6470.84,
30-November-2009,6551.74,6623.22,6551.71,6584.98,
1-December-2009,6620.84,6709.68,6620.84,6703.80,
2-December-2009,6745.53,6757.25,6708.11,6717.28,
3-December-2009,6742.47,6796.88,6712.81,6741.27,
4-December-2009,6717.45,6777.87,6691.89,6720.26,
7-December-2009,6734.98,6749.18,6652.22,6666.10,
8-December-2009,6664.53,6765.15,6664.53,6762.43,
9-December-2009,6731.14,6774.46,6705.79,6722.74,
10-December-2009,6725.14,6760.09,6700.12,6746.63,
11-December-2009,6786.01,6805.05,6691.06,6714.66,
14-December-2009,6713.49,6756.72,6688.17,6699.19,
15-December-2009,6727.91,6729.68,6588.08,6603.75,
16-December-2009,6598.93,6643.50,6565.11,6617.15,
17-December-2009,6621.45,6657.01,6602.29,6633.29,
18-December-2009,6614.91,6647.03,6568.17,6577.03,
21-December-2009,6588.83,6598.62,6529.80,6536.25,
22-December-2009,6575.67,6597.32,6565.99,6586.10,
23-December-2009,6610.18,6759.53,6610.18,6755.15,
24-December-2009,6781.19,6819.33,6751.27,6798.44,
29-December-2009,6821.65,6843.42,6808.49,6815.85,
30-December-2009,6824.44,6834.91,6796.79,6807.03,
31-December-2009,6842.50,6872.18,6828.89,6842.25,
4-January-2010,6839.38,6908.44,6839.38,6903.63,
5-January-2010,6946.61,6986.90,6946.61,6974.49,
6-January-2010,7007.88,7011.87,6963.51,6994.15,
7-January-2010,7006.03,7009.07,6955.50,6971.42,
8-January-2010,6984.21,7005.81,6946.81,6957.32,
11-January-2010,7015.77,7026.03,6975.86,6987.84,
12-January-2010,7007.12,7019.41,6917.90,6929.12,
13-January-2010,6883.14,6969.11,6877.61,6965.35,
14-January-2010,7002.96,7027.91,6992.52,7006.19,
15-January-2010,7030.25,7038.84,6999.79,7005.27,
18-January-2010,6995.80,7058.25,6988.29,7039.68,
19-January-2010,7050.63,7070.37,6974.46,6982.83,
20-January-2010,7012.62,7033.89,6951.55,6973.74,
21-January-2010,6951.61,6963.28,6793.93,6803.12,
22-January-2010,6695.74,6775.52,6602.92,6730.91,
25-January-2010,6704.45,6720.66,6664.23,6676.12,
27-January-2010,6628.72,6644.58,6430.69,6450.78,
28-January-2010,6521.01,6558.55,6428.61,6477.57,
29-January-2010,6415.69,6520.04,6338.25,6509.90,
1-February-2010,6477.83,6584.28,6456.38,6561.26,
2-February-2010,6622.23,6639.59,6462.56,6475.02,
3-February-2010,6516.17,6617.85,6516.17,6598.62,
4-February-2010,6594.08,6594.08,6472.62,6484.64,
5-February-2010,6334.92,6356.66,6280.99,6314.73,
6-February-2010,6354.75,6392.80,6354.75,6378.30,
8-February-2010,6382.28,6428.49,6289.39,6381.96,
9-February-2010,6377.65,6435.34,6361.85,6424.65,
10-February-2010,6461.78,6476.63,6377.57,6389.14,
11-February-2010,6420.71,6483.37,6420.71,6463.99,
15-February-2010,6490.48,6493.93,6421.06,6427.54,
16-February-2010,6452.95,6514.16,6417.72,6492.43,
17-February-2010,6542.45,6586.86,6533.51,6561.16,
18-February-2010,6564.02,6569.74,6511.64,6523.15,
19-February-2010,6475.26,6499.02,6418.13,6458.09,
22-February-2010,6519.37,6539.78,6439.98,6451.95,
23-February-2010,6433.80,6480.25,6429.82,6451.60,
24-February-2010,6422.05,6461.53,6420.13,6439.21,
25-February-2010,6459.62,6464.62,6415.24,6432.76,
26-February-2010,6440.53,6593.37,6440.53,6518.38,
2-March-2010,6576.07,6655.35,6576.07,6644.80,
3-March-2010,6670.71,6743.64,6670.71,6739.49,
4-March-2010,6743.56,6759.98,6717.34,6752.29,
5-March-2010,6782.71,6810.11,6755.65,6775.15,
8-March-2010,6837.13,6847.42,6801.74,6816.90,
9-March-2010,6819.27,6821.23,6771.37,6777.96,
10-March-2010,6779.73,6823.32,6761.78,6784.20,
11-March-2010,6783.64,6805.54,6761.62,6793.01,
12-March-2010,6806.90,6825.10,6777.87,6789.05,
15-March-2010,6776.12,6779.58,6738.80,6766.54,
16-March-2010,6774.35,6851.49,6765.89,6843.47,
17-March-2010,6875.86,6918.43,6868.04,6878.28,
18-March-2010,6891.37,6903.71,6867.20,6892.96,
19-March-2010,6906.71,6919.99,6889.42,6912.97,
22-March-2010,6831.06,6904.11,6831.06,6844.40,
23-March-2010,6877.20,6892.25,6834.96,6864.61,
25-March-2010,6860.53,6897.04,6846.17,6893.74,
26-March-2010,6913.89,6944.71,6913.89,6931.15,
29-March-2010,6947.62,6978.24,6943.46,6951.13,
30-March-2010,6973.81,6987.88,6919.33,6926.22,
31-March-2010,6948.00,6969.84,6906.52,6919.55,
1-April-2010,6952.74,6984.89,6951.61,6980.19,
5-April-2010,7016.00,7077.47,7014.75,7074.01,
6-April-2010,7097.98,7103.95,7066.06,7085.10,
7-April-2010,7108.18,7140.21,7071.09,7106.93,
8-April-2010,7097.24,7112.95,7020.82,7032.54,
9-April-2010,7053.35,7115.90,7053.22,7099.85,
12-April-2010,7121.14,7124.87,7057.98,7072.93,
13-April-2010,7078.02,7078.02,7040.27,7057.58,
15-April-2010,7097.65,7113.51,7001.32,7007.49,
16-April-2010,6988.74,7009.41,6963.23,6985.62,
19-April-2010,6907.82,6927.95,6863.81,6910.82,
20-April-2010,6941.17,6995.91,6937.46,6965.03,
21-April-2010,6996.89,7027.29,6989.30,7001.26,
22-April-2010,6993.28,7088.16,6979.82,7021.08,
23-April-2010,7036.40,7068.51,7025.73,7049.62,
26-April-2010,7074.47,7101.58,7069.39,7078.89,
27-April-2010,7065.42,7099.38,7058.77,7063.94,
28-April-2010,6986.45,7020.04,6939.05,6953.86,
29-April-2010,6978.61,7007.94,6978.61,7001.44,
30-April-2010,7039.04,7066.19,7028.99,7042.68,
3-May-2010,7009.94,7026.51,6977.55,6993.31,
4-May-2010,7016.89,7028.13,6873.73,6886.02,
5-May-2010,6793.07,6889.83,6758.05,6875.82,
6-May-2010,6863.37,6878.64,6774.03,6842.15,
7-May-2010,6754.99,6768.12,6675.36,6715.88,
10-May-2010,6778.25,6928.09,6778.25,6918.27,
11-May-2010,6928.85,6928.85,6832.22,6841.18,
12-May-2010,6848.77,6886.69,6794.76,6866.20,
13-May-2010,6905.41,6949.50,6899.31,6913.07,
14-May-2010,6896.96,6931.87,6796.20,6819.04,
17-May-2010,6750.36,6799.86,6667.77,6785.19,
18-May-2010,6788.61,6844.78,6762.21,6795.72,
19-May-2010,6737.27,6752.18,6601.04,6611.08,
20-May-2010,6654.82,6691.22,6612.39,6636.95,
21-May-2010,6527.59,6604.16,6501.75,6592.37,
24-May-2010,6678.02,6714.89,6583.73,6602.48,
25-May-2010,6548.20,6548.20,6396.74,6418.68,
26-May-2010,6483.51,6551.11,6481.58,6545.13,
27-May-2010,6548.58,6648.34,6527.94,6639.22,
28-May-2010,6709.31,6736.96,6681.45,6728.78,
31-May-2010,6739.09,6790.74,6721.03,6782.37,
1-June-2010,6769.03,6782.46,6634.30,6654.76,
2-June-2010,6677.26,6728.22,6658.60,6718.20,
3-June-2010,6777.34,6835.24,6777.34,6819.13,
4-June-2010,6828.69,6858.87,6805.58,6845.45,
7-June-2010,6715.65,6740.15,6684.95,6726.88,
8-June-2010,6723.66,6778.76,6649.90,6671.40,
9-June-2010,6681.72,6751.61,6675.77,6700.51,
10-June-2010,6713.48,6798.37,6713.48,6792.93,
11-June-2010,6844.84,6859.26,6810.44,6827.46,
14-June-2010,6863.56,6919.87,6856.69,6916.80,
15-June-2010,6924.72,6960.47,6898.11,6950.26,
16-June-2010,6987.54,6993.07,6947.81,6962.53,
17-June-2010,6975.11,7018.32,6940.31,7007.22,
18-June-2010,7015.95,7045.92,6968.07,6980.49,
21-June-2010,7044.26,7106.28,7044.26,7092.90,
22-June-2010,7073.68,7095.06,7052.09,7059.43,
23-June-2010,7025.31,7088.22,7025.31,7081.88,
24-June-2010,7087.25,7117.03,7045.17,7077.30,
25-June-2010,7059.90,7081.42,7021.22,7032.53,
28-June-2010,7050.33,7119.58,7050.33,7113.33,
29-June-2010,7103.21,7106.01,7013.89,7035.76,
30-June-2010,6988.65,7098.31,6983.94,7092.20,
1-July-2010,7061.59,7062.65,7018.37,7038.95,
2-July-2010,7048.17,7081.46,7009.83,7023.58,
5-July-2010,7020.56,7048.12,7016.29,7025.42,
6-July-2010,7028.43,7092.55,7028.43,7083.57,
7-July-2010,7089.05,7089.79,7029.16,7038.25,
8-July-2010,7095.91,7132.89,7095.91,7103.00,
9-July-2010,7134.30,7176.29,7134.30,7163.46,
12-July-2010,7197.97,7224.83,7172.30,7194.49,
13-July-2010,7191.30,7227.75,7178.59,7224.65,
14-July-2010,7270.04,7283.97,7190.80,7204.84,
15-July-2010,7209.54,7224.72,7176.64,7196.91,
16-July-2010,7207.65,7231.27,7200.45,7223.77,
19-July-2010,7195.30,7249.24,7195.30,7221.28,
20-July-2010,7248.56,7259.69,7186.85,7197.16,
21-July-2010,7225.26,7245.44,7216.53,7234.34,
22-July-2010,7225.26,7285.53,7211.88,7281.87,
23-July-2010,7320.04,7321.41,7268.84,7276.57,
26-July-2010,7291.56,7302.78,7222.55,7231.29,
27-July-2010,7244.45,7274.46,7226.36,7249.77,
28-July-2010,7265.09,7275.04,7207.97,7220.25,
29-July-2010,7213.23,7244.37,7213.23,7235.07,
30-July-2010,7220.02,7255.15,7198.24,7205.22,
2-August-2010,7249.77,7291.11,7249.77,7284.32,
3-August-2010,7310.76,7315.51,7285.16,7300.40,
4-August-2010,7311.30,7332.93,7284.16,7323.12,
5-August-2010,7335.39,7358.85,7305.77,7310.48,
6-August-2010,7309.18,7347.36,7292.11,7304.62,
9-August-2010,7313.52,7375.21,7313.52,7370.20,
10-August-2010,7369.39,7383.44,7326.29,7340.18,
11-August-2010,7339.83,7362.55,7282.44,7289.99,
12-August-2010,7248.09,7311.44,7237.90,7301.67,
13-August-2010,7317.84,7376.52,7317.84,7349.17,
16-August-2010,7350.68,7378.09,7289.23,7314.35,
17-August-2010,7331.77,7358.34,7317.29,7329.16,
18-August-2010,7352.57,7406.21,7344.52,7400.68,
19-August-2010,7426.27,7480.10,7424.43,7473.72,
20-August-2010,7454.55,7490.41,7450.50,7469.14,
23-August-2010,7481.36,7508.66,7469.78,7497.12,
24-August-2010,7509.60,7514.63,7432.25,7452.76,
25-August-2010,7442.60,7457.05,7372.83,7381.84,
26-August-2010,7395.08,7420.19,7374.26,7391.52,
27-August-2010,7395.18,7419.27,7292.43,7310.94,
30-August-2010,7373.14,7394.34,7290.21,7321.35,
31-August-2010,7296.90,7304.80,7227.39,7289.74,
1-September-2010,7322.52,7401.12,7322.52,7394.14,
2-September-2010,7440.99,7448.47,7415.79,7423.16,
3-September-2010,7444.78,7458.90,7427.77,7439.08,
6-September-2010,7471.47,7571.86,7471.47,7559.34,
7-September-2010,7571.97,7612.33,7571.97,7586.81,
8-September-2010,7563.11,7622.71,7556.65,7596.37,
9-September-2010,7618.39,7653.56,7608.05,7638.87,
13-September-2010,7681.93,7783.94,7681.93,7767.55,
14-September-2010,7787.59,7854.25,7766.14,7790.97,
15-September-2010,7802.28,7868.70,7802.28,7842.14,
16-September-2010,7841.66,7886.89,7783.66,7796.60,
17-September-2010,7826.20,7890.39,7826.20,7881.77,
20-September-2010,7900.80,7982.61,7900.80,7979.07,
21-September-2010,8005.53,8041.90,7935.32,7975.06,
22-September-2010,8003.66,8015.92,7901.08,7949.19,
23-September-2010,7965.58,7971.27,7888.13,7918.31,
24-September-2010,7922.45,7999.20,7918.65,7991.18,
27-September-2010,8060.26,8064.27,8008.96,8019.26,
28-September-2010,8017.30,8046.27,7978.27,8021.04,
29-September-2010,8048.63,8064.87,7962.19,7973.78,
